SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_NOTADB,CE-33039-8,0x809c1132
SCE_DBRECOVERY_ERROR_SQLITE_CANTOPEN,CE-32997-0,0x809c1108
SCE_DBRECOVERY_ERROR_SQLITE_CORRUPT,CE-32996-9,0x809c1107
SCE_DBRECOVERY_ERROR_SQLITE_EMPTY,CE-32998-1,0x809c1109
SCE_DBRECOVERY_ERROR_SQLITE_FORMAT,CE-32999-2,0x809c110a
SCE_DBRECOVERY_ERROR_SQLITE_IOERR,CE-32995-8,0x809c1106
SCE_DBRECOVERY_ERROR_SQLITE_NOTADB,CE-33000-6,0x809c110b
SCE_DBSETUP_ERROR_ACCES,CE-34606-9,0x809c1006
SCE_DBSETUP_ERROR_CORRUPTED_FILE,CE-34604-7,0x809c1004
SCE_DBSETUP_ERROR_CORRUPTED_INITIAL_FILE,CE-34605-8,0x809c1005
SCE_DBSETUP_ERROR_FAILED_COPY,CE-34603-6,0x809c1003
SCE_DBSETUP_ERROR_INVAL,CE-34608-1,0x809c1008
SCE_DBSETUP_ERROR_INVALID_ARG,CE-34612-6,0x809c100c
SCE_DBSETUP_ERROR_NAMETOOLONG,CE-34607-0,0x809c1007
SCE_DBSETUP_ERROR_NO_MEMORY,CE-34611-5,0x809c100b
SCE_DBSETUP_ERROR_REQUIRED_SCHEMA_UPDATE,CE-34610-4,0x809c100a
SCE_DBSETUP_ERROR_TIMEOUT,CE-34609-2,0x809c1009
SCE_DBSETUP_ERROR_WRONG_DB_PATH,CE-34614-8,0x809c100e
SCE_DBSETUP_ERROR_WRONG_DB_TYPE,CE-34613-7,0x809c100d
SCE_DBSETUP_ERROR_WRONG_DBID,CE-34601-4,0x809c1001
SCE_DBSETUP_ERROR_WRONG_SCHEMA,CE-34602-5,0x809c1002
SCE_DBUTIL_ERROR_CANCELED,CE-34555-2,0x809c0107
SCE_DBUTIL_ERROR_FATAL,CE-34556-3,0x809c0108
SCE_DBUTIL_ERROR_INI_FILE,CE-34554-1,0x809c0106
SCE_DBUTIL_ERROR_INVALID_ARG,CE-34549-5,0x809c0101
SCE_DBUTIL_ERROR_INVALID_OP,CE-34551-8,0x809c0103
SCE_DBUTIL_ERROR_NO_MEMORY,CE-34550-7,0x809c0102
SCE_DBUTIL_ERROR_NO_ROWID,CE-34553-0,0x809c0105
SCE_DBUTIL_ERROR_NOT_FOUND,CE-34552-9,0x809c0104
SCE_DBUTIL_ERROR_NOT_SUPPORTED,CE-34557-4,0x809c0109
SCE_DBUTIL_ERROR_SQLITE_ABORT,CE-34561-9,0x809c0204
SCE_DBUTIL_ERROR_SQLITE_AUTH,CE-34580-0,0x809c0217
SCE_DBUTIL_ERROR_SQLITE_BUSY,CE-34562-0,0x809c0205
SCE_DBUTIL_ERROR_SQLITE_CANTOPEN,CE-34571-0,0x809c020e
SCE_DBUTIL_ERROR_SQLITE_CONSTRAINT,CE-34576-5,0x809c0213
SCE_DBUTIL_ERROR_SQLITE_CORRUPT,CE-34568-6,0x809c020b
SCE_DBUTIL_ERROR_SQLITE_EMPTY,CE-34573-2,0x809c0210
SCE_DBUTIL_ERROR_SQLITE_ERROR,CE-34558-5,0x809c0201
SCE_DBUTIL_ERROR_SQLITE_FORMAT,CE-34581-1,0x809c0218
SCE_DBUTIL_ERROR_SQLITE_FULL,CE-34570-9,0x809c020d
SCE_DBUTIL_ERROR_SQLITE_INTERNAL,CE-34559-6,0x809c0202
SCE_DBUTIL_ERROR_SQLITE_INTERRUPT,CE-34566-4,0x809c0209
SCE_DBUTIL_ERROR_SQLITE_IOERR,CE-34567-5,0x809c020a
SCE_DBUTIL_ERROR_SQLITE_IOERR_ACCESS,CE-34595-6,0x809c0d0d
SCE_DBUTIL_ERROR_SQLITE_IOERR_BLOCKED,CE-34866-7,0x809c0d0b
SCE_DBUTIL_ERROR_SQLITE_IOERR_CHECKRESERVEDLOCK,CE-34596-7,0x809c0d0e
SCE_DBUTIL_ERROR_SQLITE_IOERR_CLOSE,CE-34598-9,0x809c0d10
SCE_DBUTIL_ERROR_SQLITE_IOERR_DELETE,CE-34593-4,0x809c0d0a
SCE_DBUTIL_ERROR_SQLITE_IOERR_DIR_CLOSE,CE-34599-0,0x809c0d11
SCE_DBUTIL_ERROR_SQLITE_IOERR_DIR_FSYNC,CE-34588-8,0x809c0d05
SCE_DBUTIL_ERROR_SQLITE_IOERR_FSTAT,CE-34590-1,0x809c0d07
SCE_DBUTIL_ERROR_SQLITE_IOERR_FSYNC,CE-34587-7,0x809c0d04
SCE_DBUTIL_ERROR_SQLITE_IOERR_LOCK,CE-34597-8,0x809c0d0f
SCE_DBUTIL_ERROR_SQLITE_IOERR_NOMEM,CE-34594-5,0x809c0d0c
SCE_DBUTIL_ERROR_SQLITE_IOERR_RDLOCK,CE-34592-3,0x809c0d09
SCE_DBUTIL_ERROR_SQLITE_IOERR_READ,CE-34584-4,0x809c0d01
SCE_DBUTIL_ERROR_SQLITE_IOERR_SHORT_READ,CE-34585-5,0x809c0d02
SCE_DBUTIL_ERROR_SQLITE_IOERR_TRUNCATE,CE-34589-9,0x809c0d06
SCE_DBUTIL_ERROR_SQLITE_IOERR_UNLOCK,CE-34591-2,0x809c0d08
SCE_DBUTIL_ERROR_SQLITE_IOERR_WRITE,CE-34586-6,0x809c0d03
SCE_DBUTIL_ERROR_SQLITE_LOCKED,CE-34563-1,0x809c0206
SCE_DBUTIL_ERROR_SQLITE_LOCKED_SHAREDCACHE,CE-34600-3,0x809c0d12
SCE_DBUTIL_ERROR_SQLITE_MISMATCH,CE-34577-6,0x809c0214
SCE_DBUTIL_ERROR_SQLITE_MISUSE,CE-34578-7,0x809c0215
SCE_DBUTIL_ERROR_SQLITE_NOLFS,CE-34579-8,0x809c0216
SCE_DBUTIL_ERROR_SQLITE_NOMEM,CE-34564-2,0x809c0207
SCE_DBUTIL_ERROR_SQLITE_NOTADB,CE-34583-3,0x809c021a
SCE_DBUTIL_ERROR_SQLITE_NOTFOUND,CE-34569-7,0x809c020c
SCE_DBUTIL_ERROR_SQLITE_PERM,CE-34560-8,0x809c0203
SCE_DBUTIL_ERROR_SQLITE_PROTOCOL,CE-34572-1,0x809c020f
SCE_DBUTIL_ERROR_SQLITE_RANGE,CE-34582-2,0x809c0219
SCE_DBUTIL_ERROR_SQLITE_READONLY,CE-34565-3,0x809c0208
SCE_DBUTIL_ERROR_SQLITE_SCHEMA,CE-34574-3,0x809c0211
SCE_DBUTIL_ERROR_SQLITE_TOOBIG,CE-34575-4,0x809c0212
SCE_DISC_PLAYER_ERROR_AACS_CONTENTS_REVOCATION,CE-35460-8,0x81140002
SCE_DISC_PLAYER_ERROR_AACS_CRL,CE-35466-4,0x81140008
SCE_DISC_PLAYER_ERROR_AACS_CRL_TRM,CE-35468-6,0x8114000a
SCE_DISC_PLAYER_ERROR_AACS_DOT,CE-35471-0,0x8114000d
SCE_DISC_PLAYER_ERROR_AACS_DRIVE,CE-35464-2,0x81140006
SCE_DISC_PLAYER_ERROR_AACS_DRIVE_REVOCATION,CE-35459-6,0x81140001
SCE_DISC_PLAYER_ERROR_AACS_DRL,CE-35465-3,0x81140007
SCE_DISC_PLAYER_ERROR_AACS_DRL_TRM,CE-35467-5,0x81140009
SCE_DISC_PLAYER_ERROR_AACS_EX_TITLE_PLAY,CE-35470-9,0x8114000c
SCE_DISC_PLAYER_ERROR_AACS_GET_KEY_FAILED,CE-35461-9,0x81140003
SCE_DISC_PLAYER_ERROR_AACS_HOST_REVOCATION,CE-35458-5,0x81140000
SCE_DISC_PLAYER_ERROR_AACS_MKBTYPE,CE-35469-7,0x8114000b
SCE_DISC_PLAYER_ERROR_AACS_NO_FILE,CE-35463-1,0x81140005
SCE_DISC_PLAYER_ERROR_AACS_NOT_AACS,CE-35462-0,0x81140004
SCE_DISC_PLAYER_ERROR_AACS_VERIFY,CE-35472-1,0x8114000e
SCE_DISC_PLAYER_ERROR_AUDWM_NHU,CE-35495-6,0x81140025
SCE_DISC_PLAYER_ERROR_CPRM_DECRYPT,CE-35484-4,0x8114001a
SCE_DISC_PLAYER_ERROR_CPRM_DEVICEKEY,CE-35483-3,0x81140019
SCE_DISC_PLAYER_ERROR_CPRM_DRIVE,CE-35482-2,0x81140018
SCE_DISC_PLAYER_ERROR_CPS_CSS_CONTENT_REVOKE,CE-35598-0,0x8114008c
SCE_DISC_PLAYER_ERROR_CPS_CSS_VERIFY_FLASH_FAILED,CE-35599-1,0x8114008d
SCE_DISC_PLAYER_ERROR_CPS_ERROR,CE-35485-5,0x8114001b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_BAD_ALLOC,CE-35596-8,0x8114008a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_BDJ_ROOT_CERT_ERROR,CE-35591-3,0x81140085
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRL_CLOSE_ERROR,CE-35513-7,0x81140037
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRL_ERROR,CE-35589-0,0x81140083
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRL_OPEN_ERROR,CE-35512-6,0x81140036
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRL_READ_ERROR,CE-35518-2,0x8114003c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRL_UPDATE_ERROR,CE-35519-3,0x8114003d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_CRYPT_API_ERROR,CE-35575-5,0x81140075
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DECRYPT_INIT_ERROR,CE-35541-8,0x81140053
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DEVICE_KEY_UPDATE_TIMES_ERROR,CE-35540-7,0x81140052
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DEVICE_KEY_VERSION_ERROR,CE-35539-5,0x81140051
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_BNA_ZERO_ERROR,CE-35554-2,0x81140060
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_CALC_BUSKEY_ERROR,CE-35547-4,0x81140059
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_AGID_ERROR,CE-35542-9,0x81140054
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_BDLAYER_INFO_ERROR,CE-35550-8,0x8114005c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_BN_ERROR,CE-35555-3,0x81140061
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_BNA_FEATURE_ERROR,CE-35553-1,0x8114005f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_DCERT_ERROR,CE-35544-1,0x81140056
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_DV_AND_DSIG_ERROR,CE-35545-2,0x81140057
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_DVD_PFI_ERROR,CE-35549-6,0x8114005b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_MEDIAID_ERROR,CE-35552-0,0x8114005e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_PMSN_AND_DMAC_ERROR,CE-35551-9,0x8114005d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_GET_VIDMAC_ERROR,CE-35548-5,0x8114005a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_SET_HCERT_ERROR,CE-35543-0,0x81140055
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_INIT_SET_HV_AND_HSIG_ERROR,CE-35546-3,0x81140058
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_BNA_ZERO_ERROR,CE-35568-7,0x8114006e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_CALC_BUSKEY_ERROR,CE-35561-0,0x81140067
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_AGID_ERROR,CE-35556-4,0x81140062
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_BDLAYER_INFO_ERROR,CE-35564-3,0x8114006a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_BN_ERROR,CE-35569-8,0x8114006f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_BNA_FEATURE_ERROR,CE-35567-6,0x8114006d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_DCERT_ERROR,CE-35558-6,0x81140064
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_DV_AND_DSIG_ERROR,CE-35559-7,0x81140065
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_DVD_PFI_ERROR,CE-35563-2,0x81140069
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_MEDIAID_ERROR,CE-35566-5,0x8114006c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_PMSN_AND_DMAC_ERROR,CE-35565-4,0x8114006b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_GET_VIDMAC_ERROR,CE-35562-1,0x81140068
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_SET_HCERT_ERROR,CE-35557-5,0x81140063
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRIVE_AUTH_TCHG_SET_HV_AND_HSIG_ERROR,CE-35560-9,0x81140066
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRL_CLOSE_ERROR,CE-35515-9,0x81140039
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRL_ERROR,CE-35590-2,0x81140084
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRL_OPEN_ERROR,CE-35514-8,0x81140038
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRL_READ_ERROR,CE-35520-5,0x8114003e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_DRL_UPDATE_ERROR,CE-35521-6,0x8114003f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_EBIND_ERROR,CE-35587-8,0x81140081
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_FLASH_MEM_ALLOC_ERROR,CE-35538-4,0x81140050
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_GET_BUS_ENCRYPT_KEY_ERROR,CE-35579-9,0x81140079
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_GET_FILE_ATTR_ERROR,CE-35592-4,0x81140086
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_CRL_CLOSE_ERROR,CE-35505-8,0x8114002f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_CRL_OPEN_ERROR,CE-35504-7,0x8114002e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_CRL_UPDATE_ERROR,CE-35508-1,0x81140032
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_DRL_CLOSE_ERROR,CE-35507-0,0x81140031
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_DRL_OPEN_ERROR,CE-35506-9,0x81140030
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_INIT_DRL_UPDATE_ERROR,CE-35509-2,0x81140033
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_MKDIR_ERROR,CE-35531-7,0x81140049
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_MOUNT_ERROR,CE-35530-6,0x81140048
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_NEWFS_ERROR,CE-35528-3,0x81140046
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_UMMOUNT_ERROR,CE-35529-4,0x81140047
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_HDD_UNLINK_ERROR,CE-35532-8,0x8114004a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_INVALID_MEDIA_FORMAT_ERROR,CE-35595-7,0x81140089
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_DEVICE_INFO_SECTOR_SIZE_ERROR,CE-35536-2,0x8114004e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_DEVICE_INFO_WRITE_FLASG_ERROR,CE-35537-3,0x8114004f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_GET_DEVICE_INFO_ERROR,CE-35535-1,0x8114004d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_CLOSE_ERROR,CE-35497-8,0x81140027
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_CRL_READ_ERROR,CE-35498-9,0x81140028
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_CRL_UPDATE_ERROR,CE-35499-0,0x81140029
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_DRL_READ_ERROR,CE-35500-3,0x8114002a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_DRL_UPDATE_ERROR,CE-35501-4,0x8114002b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_OCRL_READ_ERROR,CE-35580-1,0x8114007a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_OCRL_UPDATE_ERROR,CE-35581-2,0x8114007b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_OPEN_ERROR,CE-35496-7,0x81140026
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_SRM_READ_ERROR,CE-35502-5,0x8114002c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_INIT_SRM_UPDATE_ERROR,CE-35503-6,0x8114002d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_IS_PRODUCT_MODE_ERROR,CE-35533-9,0x8114004b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_NORFLASH_IS_VFL_ON_ERROR,CE-35534-0,0x8114004c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_OCRL_CLOSE_ERROR,CE-35583-4,0x8114007d
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_OCRL_OPEN_ERROR,CE-35582-3,0x8114007c
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_OCRL_READ_ERROR,CE-35584-5,0x8114007e
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_OCRL_UPDATE_ERROR,CE-35585-6,0x8114007f
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_PERMISSION_ERROR,CE-35597-9,0x8114008b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_PROCESS_MKB_ERROR,CE-35571-1,0x81140071
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_PROCESS_SKB_ERROR,CE-35573-3,0x81140073
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SETUP_TITLE_ERROR,CE-35577-7,0x81140077
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SHARE_SPURS_ERROR,CE-35593-5,0x81140087
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SPU_INIT_ERROR,CE-35576-6,0x81140076
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SRM_CLOSE_ERROR,CE-35517-1,0x8114003b
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SRM_OPEN_ERROR,CE-35516-0,0x8114003a
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SRM_READ_ERROR,CE-35522-7,0x81140040
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SRM_UPDATE_ERROR,CE-35523-8,0x81140041
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_SYSTEMFILE_INDEX_ERROR,CE-35574-4,0x81140074
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TITLE_USAGE_ERROR,CE-35578-8,0x81140078
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRACK_BUFFER_ERROR,CE-35594-6,0x81140088
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_CLEAR_ERROR,CE-35586-7,0x81140080
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_CRL_READ_ERROR,CE-35524-9,0x81140042
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_CRL_UPDATE_ERROR,CE-35525-0,0x81140043
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_DRL_READ_ERROR,CE-35526-1,0x81140044
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_DRL_UPDATE_ERROR,CE-35527-2,0x81140045
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_INIT_CRL_UPDATE_ERROR,CE-35510-4,0x81140034
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_TRM_INIT_DRL_UPDATE_ERROR,CE-35511-5,0x81140035
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_UNIT_USAGE_ERROR,CE-35588-9,0x81140082
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_VERIFY_MKB_ERROR,CE-35570-0,0x81140070
SCE_DISC_PLAYER_ERROR_CPS_SYSTEM_D_VERIFY_SKB_ERROR,CE-35572-2,0x81140072
SCE_DISC_PLAYER_ERROR_CSS_DEADCOPYDISC,CE-35481-1,0x81140017
SCE_DISC_PLAYER_ERROR_CSS_DECRYPT,CE-35480-0,0x81140016
SCE_DISC_PLAYER_ERROR_CSS_DISCKEY,CE-35477-6,0x81140013
SCE_DISC_PLAYER_ERROR_CSS_DRIVE,CE-35476-5,0x81140012
SCE_DISC_PLAYER_ERROR_CSS_INVALID_REGION,CE-35478-7,0x81140014
SCE_DISC_PLAYER_ERROR_CSS_TITLEKEY,CE-35479-8,0x81140015
SCE_DISC_PLAYER_ERROR_DECODER_RES_ACQUIRE_FAIL,CE-35600-4,0x8114008e
SCE_DISC_PLAYER_ERROR_DECODER_RES_RELEASE_REQ,CE-35601-5,0x8114008f
SCE_DISC_PLAYER_ERROR_ERROR_STOP,CE-35491-2,0x81140021
SCE_DISC_PLAYER_ERROR_HDCP_INVALID_KSV,CE-35474-3,0x81140010
SCE_DISC_PLAYER_ERROR_HDCP_REVOCATION,CE-35473-2,0x8114000f
SCE_DISC_PLAYER_ERROR_HDCP_VERIFY_SRM,CE-35475-4,0x81140011
SCE_DISC_PLAYER_ERROR_HDD_FULL,CE-35493-4,0x81140023
SCE_DISC_PLAYER_ERROR_INVALID_FORMAT,CE-35486-6,0x8114001c
SCE_DISC_PLAYER_ERROR_INVALID_REGION,CE-35489-9,0x8114001f
SCE_DISC_PLAYER_ERROR_INVALID_TITLE,CE-35490-1,0x81140020
SCE_DISC_PLAYER_ERROR_INVALID_TVSYSTEM_NTSC,CE-35488-8,0x8114001e
SCE_DISC_PLAYER_ERROR_INVALID_TVSYSTEM_PAL,CE-35487-7,0x8114001d
SCE_DISC_PLAYER_ERROR_MV_EXT_OUTPUT,CE-35494-5,0x81140024
SCE_DISC_PLAYER_ERROR_UNEXPECTED_ERROR,CE-35492-3,0x81140022
SCE_DTCP_IP_ACTIVATE_ERROR_CANCEL,CE-35605-9,0x81160000
SCE_DTCP_IP_ACTIVATE_ERROR_GENERIC,CE-35607-1,0x81160002
SCE_DTCP_IP_ACTIVATE_ERROR_PARAM,CE-35606-0,0x81160001
SCE_DTCP_IP_ERROR_ACTIVATE_GENERIC,CE-35625-1,0x81160111
SCE_DTCP_IP_ERROR_ACTIVATE_INTERNAL,CE-35626-2,0x81160112
SCE_DTCP_IP_ERROR_ACTIVATE_PROXY,CE-36513-8,0x81160203
SCE_DTCP_IP_ERROR_ACTIVATE_RESOLVER_ENODNS,CE-36510-5,0x81160200
SCE_DTCP_IP_ERROR_ACTIVATE_RESOLVER_ETIMEDOUT,CE-36511-6,0x81160201
SCE_DTCP_IP_ERROR_ACTIVATE_TIMEOUT,CE-36512-7,0x81160202
SCE_DTCP_IP_ERROR_AUTH_CANNOT_ACCESS,CE-35615-0,0x81160107
SCE_DTCP_IP_ERROR_AUTH_FAILED,CE-35616-1,0x81160108
SCE_DTCP_IP_ERROR_AUTH_FAILED_WLAN,CE-35617-2,0x81160109
SCE_DTCP_IP_ERROR_AUTH_INVALID_HOSTNAME,CE-35613-8,0x81160105
SCE_DTCP_IP_ERROR_AUTH_SERVER_NOT_FOUND,CE-35614-9,0x81160106
SCE_DTCP_IP_ERROR_BUSY,CE-35608-2,0x81160100
SCE_DTCP_IP_ERROR_CANCEL,CE-35609-3,0x81160101
SCE_DTCP_IP_ERROR_DEVCERT_EXPIRED,CE-35618-3,0x8116010a
SCE_DTCP_IP_ERROR_GENERIC,CE-35610-5,0x81160102
SCE_DTCP_IP_ERROR_HTTP_CONNECTION_CLOSED,CE-35624-0,0x81160110
SCE_DTCP_IP_ERROR_IPC,CE-36507-1,0x81160121
SCE_DTCP_IP_ERROR_IPC_TIMEOUT,CE-36508-2,0x81160122
SCE_DTCP_IP_ERROR_KEY_BUFFER_TOO_SMALL,CE-35631-8,0x81160117
SCE_DTCP_IP_ERROR_KEY_FATAL,CE-35621-7,0x8116010d
SCE_DTCP_IP_ERROR_KEY_NEED_ACTIVATE,CE-35619-4,0x8116010b
SCE_DTCP_IP_ERROR_KEY_NEED_CLOCK_SETUP,CE-35622-8,0x8116010e
SCE_DTCP_IP_ERROR_KEY_NEED_UPDATE,CE-35620-6,0x8116010c
SCE_DTCP_IP_ERROR_KEY_REGISTRY_ACCESS,CE-35630-7,0x81160116
SCE_DTCP_IP_ERROR_KEY_SRM_TOO_LARGE,CE-35632-9,0x81160118
SCE_DTCP_IP_ERROR_MOVE_COMMITMENT_ABORTED,CE-35627-3,0x81160113
SCE_DTCP_IP_ERROR_MOVE_COMMITMENT_NEED_RETRY,CE-35628-4,0x81160114
SCE_DTCP_IP_ERROR_NEED_TERMINATION,CE-36509-3,0x81160123
SCE_DTCP_IP_ERROR_OUT_OF_MEMORY,CE-35629-5,0x81160115
SCE_DTCP_IP_ERROR_PARAM,CE-35612-7,0x81160104
SCE_DTCP_IP_ERROR_SEQUENCE,CE-35611-6,0x81160103
SCE_DTCP_IP_ERROR_STREAM_GENERIC,CE-35623-9,0x8116010f
SCE_DTCP_IP_ERROR_SW_BUSY,CE-35638-5,0x8116011e
SCE_DTCP_IP_ERROR_SW_END_OF_DATA,CE-35637-4,0x8116011d
SCE_DTCP_IP_ERROR_SW_INVALID_ARG,CE-35639-6,0x8116011f
SCE_DTCP_IP_ERROR_SW_INVALID_STATE,CE-35640-8,0x81160120
